user_id,created_at,screen_name,status_id,hashtags,text,Sentiment,source,country,location,favorite_count,country_code,retweet_count,geo_coords,coords_coords,bbox_coords,followers_count,lang,retweet_status_id,retweet_user_id,testdata.retweet_status_id
,6/28/2020 21:17,CliftonLee32,,Lamaracoffeeandkitchen,"We sold out Thank you to everyone who came out to LamaracoffeeandkitchenEverything went so fastSee you again Sunday More Sandwiches More Flavors More Stache 
vegan papateds sustainableliving",1,Twitter for iPhone,,"Atlanta, GA",0,,2,NA NA,NA NA,NA NA NA NA NA NA NA NA,1427,en,,,
,6/28/2020 21:16,FionnaMcfarlane,,China StopYulin YulinDogMeatFestival,"Daily Thousands of dogs and cats are killed for meat in China
Support to stop this UFEUFF
StopYulin YulinDogMeatFestival
StopYulinForever stopyulin

animals AnimalsLivesMatter
GoVegan Vegan",2,Twitter for iPhone,,"North West, England",0,,8,NA NA,NA NA,NA NA NA NA NA NA NA NA,597,en,,,
,6/27/2020 3:05,minotauresse,,vegan govegan animallovers FridayThoughts,"Happy Friday 

Why do we believe that love is unique to humans UFUFUFF

vegan govegan animallovers FridayThoughts fridaymorning",1,Twitter for iPad,,Native of Gotham ,0,,756,NA NA,NA NA,NA NA NA NA NA NA NA NA,4030,en,,,
,6/28/2020 21:16,minotauresse,,vegan,This video is a very good motivation to go vegan,3,Twitter for iPad,,Native of Gotham ,0,,2,NA NA,NA NA,NA NA NA NA NA NA NA NA,4030,en,,,
,6/28/2020 21:16,Virtuesun,,vegan peace,True faith is holding firm to what is right even when faced with overwhelming opposition vegan peace,1,Twitter for Android,,California,0,,2,NA NA,NA NA,NA NA NA NA NA NA NA NA,3392,en,,,
,6/28/2020 21:15,Dolieslager,,,Health benefits Bananas are loaded with valuable micronutrients especially potassium Potassium is one of the most important electrolytes inNutrition Diet Vegan,3,Twitter for Android,,"Puurs,Belgium",0,,97,NA NA,NA NA,NA NA NA NA NA NA NA NA,197,en,,,
,6/27/2020 18:57,haitianrichard2,,rawrepublicjuice,"Today

Noonpm
Come see us 
New MenuNew Flavors
 Magazine St rawrepublicjuice
Weve got one of our favorite artistspainting with eco friendly paint and our Chef Alex is Making to Order vegan sustainableliving papateds",1,Twitter for iPhone,,,0,,6,NA NA,NA NA,NA NA NA NA NA NA NA NA,496,en,,,
,6/27/2020 0:50,NormaSaunders,,NationalBiscuitDay Vegan FoodShop,"NationalBiscuitDay UFA
Heres a Vegan Ginger Oat Biscuit Recipe
All ingredients available at our FoodShop
Home Delivery
UFBB 
UFB We have delivery days available
CallCollect
UFBB 
UFCD Nationwide collection points available",1,Twitter Web App,,UK,0,,3,NA NA,NA NA,NA NA NA NA NA NA NA NA,2521,en,,,
,6/28/2020 20:59,NormaSaunders,,Yulin,"U
Dayof the horror that is Yulin
 days left
RIP to the thousands of dogs cats and other animals that will be tortured and murdered and eaten UFUFUFUFUFEUFFUFFB

yulin dogmeat yulindogmeatfestival vegan animalrights china dogs stopyulin onevoice emptythecages",2,Twitter Web App,,UK,0,,31,NA NA,NA NA,NA NA NA NA NA NA NA NA,2521,en,,,
,6/28/2020 21:15,NormaSaunders,,Persiana,For quick Monday dinner inspiration Im going old school with a fave recipe from Persiana for Turkish Piyaz salad but an Anatolian version using tahini and its vegan It is LITERALLY the best bean salad youll ever eat Trust me Try it Report bac,3,Twitter Web App,,UK,0,,4,NA NA,NA NA,NA NA NA NA NA NA NA NA,2521,en,,,
,6/27/2020 21:36,NormaSaunders,,vegetarian vegan,What do you put on your vegetarian vegan pizza Try this recipe,2,Twitter Web App,,UK,0,,8,NA NA,NA NA,NA NA NA NA NA NA NA NA,2521,en,,,
,6/27/2020 0:56,NormaSaunders,,vegan veganfood chocolate dairyfree,"INGREDIENT CHOCOLATE TART UFBVEGAN 
Get the recipe



vegan veganfood chocolate dairyfree chocolatetart recipe RecipeOfTheDay",1,Twitter Web App,,UK,0,,5,NA NA,NA NA,NA NA NA NA NA NA NA NA,2521,en,,,
,6/27/2020 0:56,NormaSaunders,,,"Vegan chocolate tart with rhubarb Surprise your mum this Mothers Day with this delicious sweet treat Who says you cant have chocolate for breakfast
vegan chocolate rhubarb MothersDay foodie recipe food",1,Twitter Web App,,UK,0,,1,NA NA,NA NA,NA NA NA NA NA NA NA NA,2521,en,,,
,6/27/2020 0:56,NormaSaunders,,vegan QurantineLife food coronavirus,"INGREDIENT CHOCOLATE TART UFB
Recipe 

vegan QurantineLife food coronavirus",1,Twitter Web App,,UK,0,,3,NA NA,NA NA,NA NA NA NA NA NA NA NA,2521,en,,,
,6/27/2020 21:36,NormaSaunders,,,Have yall had grilled pizza before ITS SO GOOD Plus it keeps the heat OUT of the kitchen during the summerUF Love this Grilled BBQ Lentil Pizza recipevegan pizza,3,Twitter Web App,,UK,0,,8,NA NA,NA NA,NA NA NA NA NA NA NA NA,2521,en,,,
,6/28/2020 21:01,NormaSaunders,,vegan tastyfix recipe,No Bake Vegan Fruit Tart vegan tastyfix recipe,2,Twitter Web App,,UK,0,,1,NA NA,NA NA,NA NA NA NA NA NA NA NA,2521,en,,,
,6/27/2020 12:55,cinemaofdreams,,,"How can we claim to be a good person while dining on the corpse of a defenseless beingAnon
 
Stop Supporting Animal Cruelty
GoVeganUFUFE
 
AnimalRights GoVegan EndSpeciesism Vegan RosesLaw",2,Twitter for Android,,AT THE MOVIES,0,,212,NA NA,NA NA,NA NA NA NA NA NA NA NA,14523,en,,,
,6/28/2020 0:58,AnneAnnapolis,,vegan,The eating of meat extinguishes the seed of great compassionBuddha vegan,1,Twitter for iPhone,,"Maryland, USA",0,,5,NA NA,NA NA,NA NA NA NA NA NA NA NA,1332,en,,,
,6/27/2020 11:11,AnneAnnapolis,,vegan,How dare we as humans enslave and imprison another species If I have one wish for this new year itAnon vegan,2,Twitter Web App,,"Maryland, USA",0,,11,NA NA,NA NA,NA NA NA NA NA NA NA NA,1332,en,,,
,6/28/2020 12:25,AnneAnnapolis,,vegan,Share this poster if you like it fellow vegan,3,Twitter Web App,,"Maryland, USA",0,,2,NA NA,NA NA,NA NA NA NA NA NA NA NA,1332,en,,,
,6/27/2020 10:26,AnneAnnapolis,,vegan,Your iPad is bigger than the space an egglaying chicken is given in a typical cageZucchinisaurus vegan,2,Twitter for iPhone,,"Maryland, USA",0,,8,NA NA,NA NA,NA NA NA NA NA NA NA NA,1332,en,,,
,6/27/2020 21:59,AnneAnnapolis,,vegan,A totally free vegan poster for youdownload many more high resolution versions at,1,Twitter Web App,,"Maryland, USA",0,,1,NA NA,NA NA,NA NA NA NA NA NA NA NA,1332,en,,,
,6/28/2020 17:36,AnneAnnapolis,,vegan,Have you tried s vegan dairy products,1,Twitter Web App,,"Maryland, USA",0,,10,NA NA,NA NA,NA NA NA NA NA NA NA NA,1332,en,,,
,6/28/2020 13:56,AnneAnnapolis,,vegan,Yes any act of mercy even to the humblest and lowliest of Gods creatures is anArthur Penrhyn Stanley vegan,3,Twitter Web App,,"Maryland, USA",0,,1,NA NA,NA NA,NA NA NA NA NA NA NA NA,1332,en,,,
,6/27/2020 19:01,AnneAnnapolis,,vegan,Life is too short to make others shorterAnon vegan,2,Twitter for iPhone,,"Maryland, USA",0,,2,NA NA,NA NA,NA NA NA NA NA NA NA NA,1332,en,,,
,6/28/2020 15:56,AnneAnnapolis,,vegan,The less harm you cause animals the more peaceful your life becomesAnon vegan,1,Twitter for iPhone,,"Maryland, USA",0,,2,NA NA,NA NA,NA NA NA NA NA NA NA NA,1332,en,,,
,6/27/2020 1:26,AnneAnnapolis,,vegan,Of all the creatures man is the most detestable Of the entire brood hes the one thatMark Twain vegan,2,Twitter for iPhone,,"Maryland, USA",0,,5,NA NA,NA NA,NA NA NA NA NA NA NA NA,1332,en,,,
,6/27/2020 10:29,AnneAnnapolis,,vegan,Speciesism is morally objectionable because like racism sexism and heterosexism itGary Francione vegan,2,Twitter for iPhone,,"Maryland, USA",0,,8,NA NA,NA NA,NA NA NA NA NA NA NA NA,1332,en,,,
,6/28/2020 2:53,AnneAnnapolis,,vegan,Heres a quote by David Carter from vegan posters,1,Twitter for iPhone,,"Maryland, USA",0,,3,NA NA,NA NA,NA NA NA NA NA NA NA NA,1332,en,,,
,6/28/2020 11:52,AnneAnnapolis,,vegan,If you pay the hitman you are the murdererMarlaina Mortati vegan,2,Twitter Web App,,"Maryland, USA",0,,6,NA NA,NA NA,NA NA NA NA NA NA NA NA,1332,en,,,
,6/27/2020 1:22,AnneAnnapolis,,vegan,Because the only life that belongs to me is my ownAnon vegan,1,Twitter for iPhone,,"Maryland, USA",0,,8,NA NA,NA NA,NA NA NA NA NA NA NA NA,1332,en,,,
,6/28/2020 21:07,IndigoPhoenix5,,Vegan VeganfortheAnimals,Thank you Sam Vegan VeganfortheAnimals UF,1,Twitter for Android,,,0,,3,NA NA,NA NA,NA NA NA NA NA NA NA NA,402,en,,,
,6/28/2020 11:28,IndigoPhoenix5,,,"Pigshave poor eyesight but a great sense of smellUFD

They are social and love to play and cuddles UFAUF they are also sensitive great communicatorssounds and selfaware
One of the smartest of all domesticated animals UFUFD 

PIGS ARE NOT FOOD vegan

EndSpeciesism UF",2,Twitter for Android,,,0,,403,NA NA,NA NA,NA NA NA NA NA NA NA NA,402,en,,,
,6/28/2020 21:13,nijaliko,,AdoptDontShop Veganuary GoVegan vegan cats catsoftwitter caturday USA,"Fidget fidget on my toebeans

AdoptDontShop Veganuary GoVegan vegan cats catsoftwitter caturday USA weekend uk animals pets catsofinstagram",2,Twitter for Android,,,0,,103,NA NA,NA NA,NA NA NA NA NA NA NA NA,18,en,,,
,6/28/2020 14:55,3apous,,vegan,"Lovely photo via Santuario Vegan
from Spain 

For me the greatest reward of being vegan is my friendship with animals They smell and sense that were vegan They trust us befriend us",3,Twitter for Android,,,0,,30,NA NA,NA NA,NA NA NA NA NA NA NA NA,2262,en,,,
,6/28/2020 21:12,anarchoaltruism,,,Anarchist political prisoner s life is at risk Call now keep calling Please let us know what you hear back likely a voicemail vegan anarchist,2,Twitter for Android,,Ground Zero. ,0,,23,NA NA,NA NA,NA NA NA NA NA NA NA NA,316,en,,,
,6/28/2020 21:12,ZoieFanAnna2,,nutrition,Walnuts contains neuroprotective compoundsvitamin E folate melatonin omega fatsantioxidants nutrition Vegan diet,1,Twitter for Android,,Duluth MN USA,0,,24,NA NA,NA NA,NA NA NA NA NA NA NA NA,1272,en,,,
,6/27/2020 18:04,ZoieFanAnna2,,Black Business Vegan Restaurant,Veggie CastleLiberty Ave South Richmond Hill NYBlack owned Business Vegan Restaurant,1,Twitter for Android,,Duluth MN USA,0,,6,NA NA,NA NA,NA NA NA NA NA NA NA NA,1272,en,,,
,6/27/2020 13:11,researchmrx,,vegan plantbased,"With everything going on in the world some quiet time is essential right nowHow do you relax

vegan plantbased crueltyfree vegan ecofriendly vegancommunity yoga meditation yogainspiration yogapracticeyogalife yogaeverydamnday yogi yogagirl wellness nature",1,drobapi,,New Jersey,0,,4,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/27/2020 0:57,researchmrx,,indigenous,"This is great Interfaith Rainforest Initiative featuring Jane Goodall and indigenous voices



LoveAnimals FriendsNotFood GoVegan Vegan PlantBased Veganism ChooseVegan AllAnimalsAreEqual DontKillAnimals Animals AnimalRights ahimsa dharma",3,drobapi,,New Jersey,0,,4,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/28/2020 17:00,researchmrx,,,"The dry foods are starting to take over UF UFUFCUFUFUF
Good preparation and real ingredients helps me keep the meal plans on track UFCUFFB



WFPB wholefoods kitchendesign vegan plantbased eatclean cleaneating",1,drobapi,,New Jersey,0,,2,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/27/2020 19:44,researchmrx,,,"Shop Small Business SaturdayUFCD Why not get the Meign Like look Our products are good on all hair texturesUFUFFDLink in Bio
meignlike goodmorning happysaturday vegan plantbased shop onlineshopping salon hair haircare",1,drobapi,,New Jersey,0,,2,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/27/2020 19:09,researchmrx,,,Heirloom tomato salad with Thai holy basil UFF pesto cold pressed rapeseed oil and puy lentilsSummer on a plate UF UFVeganUFA plantbased mamaz,1,drobapi,,New Jersey,0,,2,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/28/2020 17:01,researchmrx,,,"Reposted fromShare the worldwere in this together UF

UFEUFUFUFUFUFEUFUFUFUFUFUFUFUFAUFFUFUFDUFUFUFE

We see you We care Were sorry Were trying UF

humansareaplague wakeup stopeatinganimals animalrights vegan",1,drobapi,,New Jersey,0,,2,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/27/2020 12:35,researchmrx,,plantbased vegan vegetarian,Go plantbased You really do not need to eat them vegan vegetarian,2,drobapi,,New Jersey,0,,3,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/28/2020 4:00,researchmrx,,vegan glutenfree,"Matcha ombr cake

vegan glutenfreeCake Girl",1,drobapi,,New Jersey,0,,1,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/27/2020 15:00,researchmrx,,,"New Recipe today UFCUFC vegan banana muffins recipe soft n moist vegan banana bread muffins with a satisfying texture and big banana flavor vegan dairyfree glutenfree UF
RECIPE gt U",1,drobapi,,New Jersey,0,,3,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/28/2020 17:38,researchmrx,,,"Absolutely delicious I made a Southwestern salad thats tasty It has avocados black olives chili beans black beans onions corn tomatoes and pasta The ranch dressing has a splash of hot sauce to give it a kick UF UFB 

GlutenFree Vegan SummerSalad Spicy Southwestern",1,drobapi,,New Jersey,0,,2,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/28/2020 4:00,researchmrx,,vegan glutenfree,"Black to gray ombr

vegan glutenfreeCake Girl",1,drobapi,,New Jersey,0,,1,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/27/2020 8:27,researchmrx,,,"Delicious creamy GF pasta in a pinch
Do you ever feel like you dont know what to make or it seems like theres nothing to eat
This recipe was that for me So simple delicious and quick and totally hit the spot 
 plantbased vegan LunchTime glutenfree veganfood",3,drobapi,,New Jersey,0,,2,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/28/2020 19:59,researchmrx,,seitan,Another batch of seitan chicken coming up Freshly steamed gonna cool them for a couple of hours before unwrapping and shredding vegan plantbased vegetarian,1,drobapi,,New Jersey,0,,1,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/28/2020 6:13,researchmrx,,,"When you first try to lose weight they are many people who dont believe you

Dont let them bring you down and prove them wrong

healthyganghealingisgangster holistichealing detoxgang detox weightloss Diet Vegan plantbasedalkaline health healthy damastersman",2,drobapi,,New Jersey,0,,2,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/27/2020 7:20,researchmrx,,,tomsietsema ReviewOrder from these three restaurants including Shoukfood and watch vegetables steal the show vegetarian vegan healthfood plantbased,1,drobapi,,New Jersey,0,,2,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/28/2020 21:10,researchmrx,,nutritioncoach1 yum chilly chilli,When its chilly you have a bowl of chilli With some chilli crisps fromnutritioncoach yum chilly chilli homemade meatfree plantbased vegan veganfood,2,drobapi,,New Jersey,0,,1,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/28/2020 7:24,researchmrx,,vegan eggfree dairyfree,"Rye toast with scrambled tofu fried portobello mushrooms and cherry tomatoes yum yum

vegan eggfree dairyfree meatfree whatveganseat veganfood plantbased crueltyfree vegetarian instafood vegansofig manchestervegan veganmanchester wholefoods fast tofu",1,drobapi,,New Jersey,0,,1,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/27/2020 0:58,researchmrx,,Vegan BudgetMeals CheapFood,From Monthly Meal PlanSwede cloddies surpringly tastyVegan BudgetMeals CheapFood MealPlan CheapFamilyRecipes,1,drobapi,,New Jersey,0,,1,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/28/2020 15:50,researchmrx,,vegan,I like to think that Ive developed some fair vegan cooking skills over the years but you know sometimes chips and mushy peas just hits the blooming spot,1,drobapi,,New Jersey,0,,2,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/27/2020 23:19,researchmrx,,,is there a way to determine the best diet for youdo you know how to structure your diet for longterm successfind Personal Development info atStayHome Vegan,1,drobapi,,New Jersey,0,,1,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/27/2020 18:34,researchmrx,,,"The first fig of the season from our fig tree For me the most interesting fact about figs is that not all of them are vegan Some varieties of fig contain at least one dead wasp for the way they are pollinated 
Nature is fascinating UF veganfood",1,drobapi,,New Jersey,0,,1,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/27/2020 6:47,researchmrx,,,"Its been exactly one month since I turned vegan
So far everything is working great for me and Ill try whole heartedly to keep it upUAUFEFUFD
Proud of myself for thisUFEUFE and thankful to people who made me realise my ignorance towards itUFF
veganism vegan compassion veganlife",3,drobapi,,New Jersey,0,,1,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/28/2020 15:11,researchmrx,,plantbased plantbasedbarbecue vegan veganbarbecue,Portobello mushroom in a bap with vegan potato salad and grilled veg plantbased plantbasedbarbecue vegan veganbarbecue feelgoodfood portobellomushroom sundaylunch,1,drobapi,,New Jersey,0,,2,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/27/2020 15:00,researchmrx,,CleanPowder,"Did you know s CleanPowder is made with antioxidantrich maqui berry to help nourish your complexion UAUFEF
UFAlink in bioUFA



bitebeauty stylewithbite vegan crueltyfree veganbeauty sepohora",1,drobapi,,New Jersey,0,,1,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
,6/27/2020 23:53,researchmrx,,,UFASunday Kitchen open am to pmUFAQuinoa lentils roast vegetables rocket Kalamata olives pine nuts truffle balsamiccharred mushroom skewerplantbased vegan veganfood veganeatsmelbourne foodlover instafood foodie foodstagram lovemelbourne,1,drobapi,,New Jersey,0,,2,NA NA,NA NA,NA NA NA NA NA NA NA NA,4837,en,,,
