"location","user_id","status_id","created_at","screen_name","text","source","retweet_count","country","country_code","bbox_coords","hashtags","coords_coords","geo_coords"
"New Jersey",,,"6/27/2020 6:47","researchmrx","Day 33 #vegan bringing back the morning smell of #blackbushemarket thanks to fried onions and @nakedgloryuk sausages 
*
*
*
#veganandcrueltyfree #veganfood #veganfoodshare #veganbreakfast #veganism #vegancommunity https://t.co/uE5h9e4JNM","drobapi",3,"","","NA NA NA NA NA NA NA NA","vegan blackbushemarket","NA NA","NA NA"
,,,,,,,,,,,,,
"San Francisco, CA",,,"6/20/2020 10:15","LohasTopStories","Did you say #Vegan or #vegetarian?! https://t.co/L61OWxuwiV","Qureet Leads",2,"","","NA NA NA NA NA NA NA NA","Vegan vegetarian","NA NA","NA NA"
"United Kingdom & France.",,,"6/21/2020 16:35","L_AQUARELLISTE","@Simonkimberley1 @L_AQUARELLISTE @Amber_Tesia @LynettePinchess @JeremysFoodTour @JournoJenThomas @guysdine @BOSHTV @FlirtsForFood @LucyandLentils I had a really tasty Sunday brunch. Fried tinned potatoes served with a chickpea pancake, roasted tomatoes, fried mushrooms and sriracha #nutritioncoach1 #yummy #sundaybrunch #breakfast #brunch #brekkie  #vegan #whatsforbreakfast #whatveganseat https://t.co/Pk6ad6ia3Z","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Italia",,,"6/23/2020 20:22","LemongrassKitc1","Love slow cookers a nice bolognese cooking for tomorrow #slowcooker #bolognese #vegan #veganfood #foodie #Tuesday https://t.co/KUpHcygEU3","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","slowcooker bolognese vegan veganfood foodie Tuesday","NA NA","NA NA"
,,,,,,,,,,,,,
"Maryland, USA",,,"6/25/2020 11:36","plantsAndSun","Ã¢â‚¬Å“GREEN GOD &amp; GODDESS SMOOTHIEÃ¢â‚¬Â <U+0001F49A><U+0001F34F><U+0001F343>
#vegan https://t.co/VZ0EBI0DZA","Twitter Web App",25,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"Scotland",,,"6/20/2020 10:57","CraftHourScot","Our delivery is now FREE on ALL orders over Ã‚Â£15 <U+0001F631>
https://t.co/i0vNCSf70o

@TeamFreddiePig @edlockdown @UKGiftHour @HandmadeHour @vegsocapproved @vegsoc 

#thursdaymorning #giftideas #uk #Scotland #relax #Vegan #handmade #HandmadeHour #ukgiftam #ecofriendly #CrueltyFree #soap https://t.co/5fYC3FRdRw","Twitter for Android",7,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Wittevrouwen, Utrecht",,,"6/21/2020 17:16","RenevanderKruk","We will shake up dairy to make it 100% #vegan <U+0001F964><U+0001F920> https://t.co/Ho5UQXixrv","Twitter for iPhone",2,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
,,,,,,,,,,,,,
"<U+262E> ~ <U+2740> ~ <U+266B> ~ <U+2708> ~ L<U+262F><U+24CB><U+0950>",,,"6/28/2020 5:38","BolloVegano","Protein in meat comes from plants , there is no natrully occuring protein in any meat prodcts. #Vegan https://t.co/lfMbHNXA1u","Twitter for Android",1,"","","NA NA NA NA NA NA NA NA","Vegan","NA NA","NA NA"
"",,,"6/22/2020 4:00","TopSmoothies","Looking for something to take your smoothie bowl to the next level? Our Rule Breaker Bites are the perfect protein-packed topper!

#bearulebreaker #rulebreakersnacks #nationalsmoothieday #smoothie #smoothiebowl # #healthy #vegan #smoothiebowl #cleaneating https://t.co/HrjwyqYszj","TopSmoothies Twitter Feed",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"St. Louis",,,"6/21/2020 16:16","theherbivoredad","Fun things to do with your dad that don't hurt animals:

Play catch <U+0001F3C8>
Watch a movie at home <U+0001F37F>
Grill veggie dogs <U+0001F32D>
Walk your dog together <U+0001F436>
Eat #vegan ice cream <U+0001F366>
Play basketball <U+0001F3C0>
Ride bikes <U+0001F6B2>
Play board games <U+0001F3B2>

#FathersDay","Twitter for iPhone",27,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"here",,,"6/26/2020 16:38","Flora34921110","I want to use Fridays as a day to highlight &amp; promote #independentbusinesses I have worked with or purchased products from and can truly recommend when you need their service.

I met Sharron when she joined one of ... #bedford #vegan #natural @kalabashbodycare #feelgoodfriday https://t.co/70wG0pJ5qt","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","independentbusinesses","NA NA","NA NA"
"New Jersey",,,"6/27/2020 17:57","researchmrx","Tofu scramble with fieldroast sausage, and sweetearthfoods benevolent bacon on the side for breaky today. <U+0001F924><U+0001F331><U+0001F44C><U+0001F3FB> #plants #friendsnotfood #vegan #eats #tofuscramble #yum #plantbased #teambroccoli #cooking https://t.co/dCdGS9RQFV","drobapi",1,"","","NA NA NA NA NA NA NA NA","plants","NA NA","NA NA"
,,,,,,,,,,,,,
"gods country",,,"6/20/2020 20:40","tonykay12","A little BBQ starter, chorizo sausage with our dushi salad of avocado and mango.
Our jerk kebab sticks went down a treat <U+0001F970>
.
.
.
#vegan #veganfood #veganbbq #veganinstafood #vegansofig #vegansofinstagramÃ¢â‚¬Â¦ https://t.co/RYquznZJxV","Twitter for iPhone",3,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Captain Creek, Australia",,,"6/22/2020 13:04","helene_hebbel","@davidsting414 @helene_hebbel Heartbreaking, the atrocious evil cruelty inflicted by humans towards animals is beyond belief.....too often feel so helpless #Vegan for the love of all creatures, animals are so above us...","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"England, United Kingdom",,,"6/21/2020 13:50","MarvMillion","Look at this smoothie made with MamaÃ¢â‚¬â„¢s Sea Moss Gel <U+0001F60D>

Plant based, vegan friendly goodness <U+0001F49A><U+0001F331> #seamoss #plantbased #vegan https://t.co/vNxRvVHL3P","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","seamoss plantbased","NA NA","NA NA"
"",,,"6/24/2020 1:56","Dianev44","#ICED2020: After someone has begun to experience normalisation of eating, #nutrtitionalstabilisation and/or #weightrestoration, we can then re-assess whether the person is using a #vegan eating style for #disorderedeating, or due to ethical and moral reasons - Melainie Rogers, RD","Twitter for iPhone",5,"","","NA NA NA NA NA NA NA NA","ICED2020 nutrtitionalstabilisation weightrestoration","NA NA","NA NA"
"New Jersey",,,"6/25/2020 16:32","researchmrx","This Beefless Tips and broccoli stir-fry from @theveganskinny_ will BROCC your world! <U+0001F331><U+0001F4AA> #Vegan #Flexitarian #Vegetarian #Plantbased. Tag us in your Gardein creations to be featured daily! https://t.co/81DSkLrZEt","drobapi",3,"","","NA NA NA NA NA NA NA NA","Vegan Flexitarian Vegetarian","NA NA","NA NA"
"Colorado Springs, CO",,,"6/23/2020 8:32","HealingHeatThpy","Herbal Remedies Before You Run to the Pharmacy.
#herbal #herbalmedicine #herbs #herbalist #plantmedicine #herbalism #naturalmedicine #Vegan #holistic #holistichealth #healthy #detox #healthylifestyle https://t.co/OJhSA1V2YD","HealingHeatTherapySaunaTweets",2,"","","NA NA NA NA NA NA NA NA","herbal herbalmedicine herbs herbalist plantmedicine herbalism","NA NA","NA NA"
"Predator Home World",,,"6/25/2020 7:22","CuteyPreddie","The rain and now the sun have really brought my potatos on. IÃ¢â‚¬â„¢ve planted only Desiree this year. IÃ¢â‚¬â„¢ve tried many other varieties over the last few years but I always find Desiree produces and excellent crop with large potatoes.

#potatoes #desiree #veg #vegan #garden #allotment https://t.co/4PQRlGKaYB","Twitter for Android",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Erde-Germany",,,"6/21/2020 14:07","emiesesi99","Beautiful girl Pepper <U+0001F497><U+0001F430><U+0001F497> Every year over 67,000 abandoned rabbits end up in rescue homes in the UK! Please don't buy from breeders or pet shops! Always adopt! <U+0001F495> #Adoptdontshop #vegan #rabbits  #rescuerabbit #animallover #cute  #furbaby #animalrights #bekind  #HappySunday https://t.co/gbNWlc6bcG","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/28/2020 20:38","superseedz","<U+0001F60B>Delicious coconut oats:
- coconut milk<U+0001F965>
- almond milk
- 1 cup of oats
- 1/2 mango
-  shredded coconut<U+0001F965>
- pumpkin seeds
.
.
.
.
.

.
.
.

.
.

. 
#vegan #oatmeal #veganlifestyle #vogue https://t.co/Aqeli8sZts","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
,,,,,,,,,,,,,
"New Jersey",,,"6/27/2020 2:09","researchmrx","Need a vegan winter warmer? Let #MasterChefÃ¢â‚¬â„¢s Reece help https://t.co/g8giEmp69t #plantbased #vegan","drobapi",1,"","","NA NA NA NA NA NA NA NA","MasterChef plantbased vegan","NA NA","NA NA"
"",,,"6/26/2020 9:26","anupama4tweets","Happy Friday! 

<U+2139><U+FE0F> Why do we believe that love is unique to humans? <U+0001F495><U+0001F428><U+0001F33F><U+2753><U+2753>

#vegan #govegan #animallovers #FridayThoughts #fridaymorning https://t.co/kROXjkdtDd","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","vegan govegan animallovers FridayThoughts","NA NA","NA NA"
"Vancouver, British Columbia",,,"6/23/2020 19:15","MeganMediaDesig","NEW BLOG POST! Are you caught in transition? Shawna Barker RHN Bsc, is the Plantbased Nutritionist you need to call! https://t.co/p4GvzV8ACh
@VeganBossRadio @MeganMediaDesig @PlantLifeStore #yvr #vegan #lifestyle #mealplanning #mealprep #nutrition #plantbased #veganpodcast #yvr https://t.co/vwt5SpuIx6","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Istanbul, TÃƒÂ¼rkiye",,,"6/20/2020 20:31","EPE_Movement","""global #ethics manifesto for the #resistance to authoritarianisms and unethicalities"" https://t.co/EBk55naSP4 (our manifesto) <U+262E> #vegan #feminist #humanist #HumanRights #SDGs #WithRefugees #philosophy #milclicks #ThinkBeforeSharing #ThinkBeforeClicking #Resist #BlackLivesMatter","Twitter for Android",5,"","","NA NA NA NA NA NA NA NA","ethics resistance","NA NA","NA NA"
,,,,,,,,,,,,,
"Ohlone Land",,,"6/25/2020 10:08","MarcoFleuve","Tic-tac-toc how long #BeyondMeat and #ImpossibleFoods will stay in business is a matter of green marketing.
Of course, once everyone turns #vegan and cows, ships and goats are retired, we'll have to convert the land into giant pea &amp; soy monoculture 
https://t.co/7Bj0royp2j","Twitter Web App",3,"","","NA NA NA NA NA NA NA NA","BeyondMeat ImpossibleFoods","NA NA","NA NA"
"Cambodia",,,"6/20/2020 16:31","kimsalsan","Feeling pink  Ribbon Beetroot is my favorite to give a dish a vibrant natural pink hue and with banana you canÃ¢â‚¬â„¢t taste the earthy flavor Two hearts#myfood #food #foodporn #fit #Fitness #fitspo #eatclean #cleaneating #plantbaseddiet #yum #yummy #whatveganseat #vegan #vegetarian https://t.co/4pyDY4xrVp","twitterbot-follower",8,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Maryland, USA",,,"6/20/2020 17:19","plantsAndSun","Kale, peas, Brussels, and broccoli. Green Goodness Bowl #veganbowls #KaleVonCelery #vegan #whatveganseat #veganfood #veganfoodshare #veganfoodporn #plantbased #crueltyfree #vegetarian #food #govegan #love #foodie #foodporn #veganism #veganlife #dairyfree #bestofvegan #kale #peas https://t.co/3rPweJXRyD","Twitter for iPhone",2,"","","NA NA NA NA NA NA NA NA","veganbowls KaleVonCelery vegan whatveganseat veganfood","NA NA","NA NA"
,,,,,,,,,,,,,
"New Jersey",,,"6/28/2020 6:51","researchmrx","If you're a #personaltrainer with #vegan clients and you have no idea what to advise in terms of exercise and nutrition, this guide by the @instituteofpt is for you. https://t.co/yKrNDFwwdt https://t.co/GLMIumFDWX","drobapi",2,"","","NA NA NA NA NA NA NA NA","personaltrainer vegan","NA NA","NA NA"
"Bari, Puglia",,,"6/27/2020 9:28","Dario70864607","Thai Basil Fried Rice! This Fried Rice is filled with veggies, marinated tempeh, and thai basil! Delicious, and an easy weeknight meal! Vegan, and Gluten-Free recipe! #vegan #veganricha
https://t.co/uzLc3ouJIa","Twitter for Android",3,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
,,,,,,,,,,,,,
"Over here <U+0001F44B>",,,"6/26/2020 9:03","BrownReice","One person might need more protein than another but that doesnÃ¢â‚¬â„¢t mean if you donÃ¢â‚¬â„¢t get enough protein, itÃ¢â‚¬â„¢s because youÃ¢â‚¬â„¢re vegan. ItÃ¢â‚¬â„¢s because youÃ¢â‚¬â„¢re eating the wrong foods on a vegan diet. It isnÃ¢â‚¬â„¢t being vegans fault. ThatÃ¢â‚¬â„¢s down to you. #GoVegan #Vegan","Twitter for iPad",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Carmichael, CA",,,"6/20/2020 19:24","mmbrown2000","Another day,another vegan brownie<U+0001F331><U+0001F49A>. TBH, its the only thing getting me out of bed on the weekends currently... #teachertired #Vegan #veganfood https://t.co/qx7msyPBOy","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
,,,,,,,,,,,,,
"Portugal",,,"6/22/2020 13:49","__vanessa__91","#HappyFathersDay to me! #vegan https://t.co/GEvasklQqw","Twitter Web App",12,"","","NA NA NA NA NA NA NA NA","HappyFathersDay vegan","NA NA","NA NA"
,,,,,,,,,,,,,
"Bay Area, CA",,,"6/20/2020 18:39","eatvibrantly","All is well again <U+0001F602><U+0001F49A>

Tofu scramble, mushrooms and tomato with aubergine fritters.
Ohhh yes!  <U+263A><U+FE0F>

#vegan #veganfood #veganrecipehour https://t.co/b5vJudlOIs","Twitter Web App",3,"","","NA NA NA NA NA NA NA NA","vegan veganfood","NA NA","NA NA"
"",,,"6/23/2020 17:07","green360world","<U+0001F497>A Summer Scent Trio Ã‚Â£6<U+0001F497>
SAVE Ã‚Â£8.90 off single purchase price!
3 x Tot Size Soy Candles (15-20 hours each)
Order here<U+0001F449> https://t.co/wh3tXxUU0g

.
.
.
#vegan #handmade #handpoured #artisan #scentedcandles #soywaxmelts #candleaddict #waxaddict #scentedwax #soywaxcandles #iamopen https://t.co/t7kojcvqBr","Twitter for iPhone",3,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Los Angeles, CA",,,"6/23/2020 3:24","EarthAccounting","Have you tried any of these #vegan brands?
https://t.co/c0NCd8LeaO","Twitter Web App",4,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"Japan",,,"6/27/2020 13:42","MoriyaIeda","Every life matters. - Anon #vegan https://t.co/6OrPn6Lavy","Twitter Web App",7,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"",,,"6/21/2020 16:11","matthew46956757","I can now kill myself with additives without having to kill animals in order to do it. This won't make much sense outside Scotland. It is a #plantbased #Vegan version of a cultural culinary icon. Like kebabs, best consumed when you don't really know what you are eating. https://t.co/Ar9L1izX1V","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/24/2020 1:50","ankycat","Eating lower calorie foods, this was dinner ! (225) Zoodles, broccoli, shiitake mushrooms, red sauce and nooch 
 
#Vegan #VeganFoodPorn #VeganPorn #VeganFoodPorn #VeganPorn
 
https://t.co/hKc2HFSd5T https://t.co/gI7GS0K1c3","Twitter for Android",2,"","","NA NA NA NA NA NA NA NA","Vegan","NA NA","NA NA"
"Artistron",,,"6/23/2020 21:31","ReArtistron","When hummus take a snack break <U+0001F439><U+0001F606>
#cute #hamster #animation #runsun #2Danimation #art #positivity #crochet #vegan #foodie #plantbased #hummus #snackbreak #tbt #tot #vegansnacks #plantbasedsnacks #TuesdayMotivation #HappyTuesday https://t.co/GoxJInmBZX","RoArtistry",2,"","","NA NA NA NA NA NA NA NA","cute hamster animation runsun 2Danimation art positivity crochet vegan foodie","NA NA","NA NA"
,,,,,,,,,,,,,
"Maryland, USA",,,"6/25/2020 11:08","AnneAnnapolis","Even in the worm that crawls in the earth there glows a divine spark. When you... - Isaac Bashevis Singer #vegan https://t.co/ecEHsNa2pG","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"Hertfordshire ",,,"6/22/2020 17:37","GoonerKJP","We all deserve a sweet treat! #Vegan
https://t.co/Vc0bYzdG3a","Twitter for Android",5,"","","NA NA NA NA NA NA NA NA","Vegan","NA NA","NA NA"
"Belgique",,,"6/24/2020 19:25","PataloYugo","We don't do kids cakes... but I tried a ting with this #Wakfu creation. 
Vanilla cake, citrus filling, vanilla buttercream + vanilla stuffed donuts. Fondant character cutouts made from vegan fondant.
#vegan #vegandesserts #birthday #birthdaycake #Barbados https://t.co/QQ4ezyDMEz","Twitter Web App",3,"","","NA NA NA NA NA NA NA NA","Wakfu","NA NA","NA NA"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"New Jersey",,,"6/28/2020 7:24","researchmrx","Our new Plant-Based Aussie Pie and Sausage Roll launch tomorrow in 80 Ferguson Plarre stores across Victoria WeÃ¢â‚¬â„¢re so proud of this new range and we canÃ¢â‚¬â„¢t wait for you to try them! 
#melbournefood #vegan #melbournevegan #melbournevegans #melbourneveganeats #melbournefoodie https://t.co/2nU8HLEqht","drobapi",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/22/2020 21:02","diethealth_tips","<U+0001F449><U+0001F449> https://t.co/JNb68L5faq

 Amazing Protein Bar 

#BuiltBar #Proteinbar #bars #protein #Healthy #Fit #fitness #weightloss #DIet #keto #ketodiet #workout #ketogenic #glutenfree #Workout #Proteinbars #Body #gym #health #bike  #cycling #Utah
 #FatLoss #Vegan #vegetarian #food https://t.co/IveQJBLhsT","DietHealthTips",1,"","","NA NA NA NA NA NA NA NA","BuiltBar Proteinbar bars protein Healthy Fit fitness weightloss","NA NA","NA NA"
"",,,"6/26/2020 10:43","SFClothingLTD","Did you know that by going vegan, each day you can save...

<U+0001F331> 5000 litres of water

<U+0001F331> 30 square feet of forest 

<U+0001F331> 20 pounds of CO2

<U+0001F331> The life of one animal 

When did you go #vegan? <U+0001F98A><U+0001F49A> https://t.co/4M40775Vi9","Hootsuite Inc.",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/26/2020 17:11","vehement_soup","Root Vegetable Soup #soup #vegan

https://t.co/Li2P8uWcfJ https://t.co/hEIF1GIPVf","vehement_soup",1,"","","NA NA NA NA NA NA NA NA","soup vegan","NA NA","NA NA"
"Little Warton Warwickshire",,,"6/22/2020 7:54","minesakingmaker","Here's a new recipe to share with you! Beer Can Chicken ft Stirchley Lager - head to https://t.co/FY0B4gXwF3 to check it out. Stirchley Lager is fresh and back on the online shop too <U+0001F609>  #beer #vegan #glutenfree #birmingham #Independent #ChickenLovers https://t.co/ecaBkBrFKR","Twitter for iPhone",5,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/24/2020 22:31","kats_and_kale","My #vegan Pineapple Boat- Garlic Grilled Ã¢â‚¬Å“ShrimpÃ¢â‚¬Â, General Tso Beef, Hawaiian Macaroni Salad, Rice w/ seaweed sprinkle &amp; chili- lime pineapple pieces<U+0001F34D><U+0001F33A><U+0001F525><U+0001F364> My GoFundMe is now live to help open up my Restaurant in Sacramento, Ca<U+0001F49A><U+270A><U+0001F3FD><U+0001F331> #BlackLivesMatterÃ‚Â https://t.co/Eaq0UmUdJC https://t.co/1tfQXsrXXa","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"London, England",,,"6/27/2020 15:54","stephdot90","Honest, but make it #vegan: <U+2063>

PLANT Ã¢â‚¬â€œ Plant-based burger, vegan smoked gouda, @rubiesintherubble chipotle Ã¢â‚¬ËœmayoÃ¢â‚¬â„¢, FrenchÃ¢â‚¬â„¢s mustard, red onion, lettuce and pickles. 
<U+0001F331><U+0001F331><U+0001F331> https://t.co/Fjm48ySY09","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"New Jersey",,,"6/20/2020 19:42","researchmrx","Does anyone know of a place where I can get a couple of rescue chickens in the Northampton area? #vegan #animals #AnimalCruelty","drobapi",3,"","","NA NA NA NA NA NA NA NA","vegan animals","NA NA","NA NA"
"South Africa",,,"6/22/2020 7:14","AndrewHonneyset","Here's to the day when all pigs can live like this. In memory of Regan Russell, who was killed at a peaceful protest outside a pig slaughterhouse in Canada yesterday.

#SavePigs4Regan @TorontoPigSave #Vegan #Peace #animals #pigs #compassion #AnimalRights https://t.co/QnR7cfGzwB","Twitter for Android",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"ÃƒÅ“T: 40.697819,-73.810823",,,"6/27/2020 0:38","ajsweetsoap","Calorie-free ice cream 
#soap #washyourhands #washyourhandswithsoap #icecream #summer #vegan #icecreamcone #dessert #party https://t.co/1ULyqmvKBu","Twitter for iPad",1,"","","NA NA NA NA NA NA NA NA","soap washyourhands washyourhandswithsoap icecream summer vegan icecreamcone dessert party","NA NA","NA NA"
"<U+5317><U+6D77><U+9053> <U+6A19><U+8336><U+753A>",,,"6/23/2020 21:34","2ani6146ru37th","This is so precious and priceless. These rescues cows find freedom and breathe the fresh air and see the sun for the first time their reaction is surprising <U+2764><U+FE0F><U+2764><U+FE0F><U+263A><U+FE0F> . Cows deserve to be happy they are so innocent and pure . #Vegan  #SundayThoughts https://t.co/1V5ccAgm8u","Twitter for iPhone",287,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/26/2020 17:33","alex_row","365 Skin Workout is specifically formulated for South African skin.

Exclusive to Sorbet Salons.

#Vegan #Glutenfree #ParabenFree #Sorbet #Skincare #365skinworkout https://t.co/scTCZlsdvs","Twitter for iPhone",2,"","","NA NA NA NA NA NA NA NA","Vegan Glutenfree","NA NA","NA NA"
"South Wales",,,"6/25/2020 13:00","CarolDa42444571","Stay safe in the sun with our Great Barrier sun care range as featured in the @Independent top eco friendly ranges #reefsafe #vegan #crueltyfree #cardiff #TropicwithCarol
https://t.co/Ey6NqD5hic https://t.co/JUgIuydYcQ","Twitter for Android",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"bandung, Indonesia",,,"6/28/2020 16:10","riyan_sumindar","338 Dairy Farms Shuttered in Wisconsin This Year. #foodie #yum #vegan https://t.co/RNLfYRp4iS https://t.co/zQ7Or9gkh9","Twitter for Android",2,"","","NA NA NA NA NA NA NA NA","foodie yum vegan","NA NA","NA NA"
"Atlanta, GA",,,"6/20/2020 23:31","veganhippiesol","Chikin &amp; Waffles, but a sandwich drenched in homemade maple Sriracha paired with some fresh celery juice. <U+0001F331> #Vegan #Plantbased https://t.co/GFIsjzHVLg","Twitter for iPhone",7,"","","NA NA NA NA NA NA NA NA","Vegan","NA NA","NA NA"
,,,,,,,,,,,,,
"",,,"6/28/2020 21:05","AngelAquaAura","Who else loves vegan Mexican-inspired food?!

Last night I made some mild bean chili with my homemade cashew soured cream and I added some extra heat cos I love it <U+0001F525>. <U+0001F603>

#Vegan #food https://t.co/he5AAYHVru","Twitter for Android",12,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/26/2020 20:44","Iratarasova35","Good morning vibes with these #Vegan Cherry Muffins - yup you can use frozen cherries for ease + seasonality! https://t.co/WfHBtnNWI4 by @NamelyMarly https://t.co/glvBdF75sk","Twitter Web App",11,"","","NA NA NA NA NA NA NA NA","Vegan","NA NA","NA NA"
"",,,"6/20/2020 11:44","VeganBot1","Vegan News - Burger King 'Plant-Based' Whopper Ads Banned  https://t.co/VqfSSjkN7U - #Vegan #Veganism #GoVegan https://t.co/8gcnGX2sun","Vegan On the Wall",1,"","","NA NA NA NA NA NA NA NA","Vegan Veganism GoVegan","NA NA","NA NA"
"South Wales, United Kingdom",,,"6/26/2020 13:27","gjgilljones","1/2: Happy #Friday everyone! WeÃ¢â‚¬â„¢re open until 4.30pm today and, as you can see, are jam-packed full of your favourite #vegan treats, essentials, ingredients and more! 

#IAmOpen https://t.co/aCfP5WmWTS","Twitter for Android",2,"","","NA NA NA NA NA NA NA NA","Friday","NA NA","NA NA"
"San Francisco, CA",,,"6/21/2020 5:00","LohasTopStories","The leading cause of environmental destruction is animal agriculture. 

The most powerful thing you could do for the planet is to simply eat less animal products. No other lifestyle choice has a farther reaching and more positive impact. <U+0001F30E> 

#vegan #vegetarian https://t.co/t5NuAWYAHC","Qureet Leads",4,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"London UK",,,"6/26/2020 15:44","anitabhodges","It's World Wellbeing Week so we thought we treat our home working staff with some fabulous and healthy drinks this weekend. Well done everyone, thank you for all your hard work at home! Cheers! Happy Friday! <U+2600><U+FE0F>@sohodrinks #healthydrink #lowcalorie #lowsugar #vegan #glutenfree https://t.co/Cd5zrwYu4t","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/28/2020 5:20","gyneth007","""The most damaging phrase in the language is 'We've always done it this way"" - Grace Hopper
 
Stop Supporting Animal Cruelty.
GoVegan<U+0001F331><U+0001F30E>
 
#AnimalRights #Dairy #GoVegan #EndSpeciesism #Farms #Vegan https://t.co/PL8sU1Uhmj","Twitter Web App",389,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Melbourne, Australia",,,"6/26/2020 8:57","Bron1954","Bristol folk, the Booja-Booja Events tuk tuk is running a heatwave special! Use code HEATWAVE10 at the checkout and youÃ¢â‚¬â„¢ll get 10% off deliveries of our lusciously refreshing vegan ice creams. Visit the @BoojaEvents website to book #boojabooja #vegan #organic #dairyfree #icecream https://t.co/U5yTD76zRw","Twitter Web App",4,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
,,,,,,,,,,,,,
"Maryland, USA",,,"6/24/2020 20:14","plantsAndSun","I imagined that when we started #allotment growing, full home grown meals would suddenly happen - especially as weÃ¢â‚¬â„¢re #vegan. But of course itÃ¢â‚¬â„¢s a gradual thing. So tonightÃ¢â‚¬â„¢s #pasta and #pesto also includes our own homegrown #mushrooms and is topped by #Ã¢â‚¬Â¦ https://t.co/1sATbIXNQC https://t.co/oJmPUeSkvK","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","allotment","NA NA","NA NA"
"",,,"6/28/2020 20:39","superseedz","Pumpkin seeds contain essential fatty acids and beneficial proteins. For maximum nutritional benefits, #seeds should be eaten raw.

#Foodies #eathappy 
#HealthyEating #aging 
#healthylifestyle 
#fitnesslifestyle 
#glutenfree #Vegan https://t.co/Mzi0GOUoUU","Twitter for iPhone",5,"","","NA NA NA NA NA NA NA NA","seeds","NA NA","NA NA"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Manchester",,,"6/20/2020 14:12","actorreactor","We are just over 100 subs away from 1,000.  

So excited about performing LIVE steaming tomorrow.  Here's the link, click &amp; then hit the subscribe button.  

Thank you. 

#Vegan #Vegans #DragDuo #DragQueens #Drag #Manchester #PRIDE2020 #PrideMonth #Pride 

https://t.co/PQePjl5gwZ","Twitter for Android",10,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"New Jersey",,,"6/26/2020 21:26","researchmrx","Imagine a world where animal abuse on a industrial scale was considered unethical by society. #Govegan #FridayThoughts #vegan","drobapi",2,"","","NA NA NA NA NA NA NA NA","Govegan FridayThoughts","NA NA","NA NA"
